Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
456,159,0,7,152,39,112,1,0.0,4.40251572327044,95.59748427672956,24.528301886792452,3.67258871597117,61.29091493366386,22.33852086489464,35.03649635036497
48,16,0,0,16,4,12,0,0.0,0.0,100.0,25.0,0.0,63.63636363636363,22.727272727272727,36.36363636363637
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
86,7,0,0,7,7,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
14,2,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
5,3,0,0,3,1,0,2,0.0,0.0,100.0,33.333333333333336,0.0,0.0,33.333333333333336,100.0
74,35,0,0,35,10,0,25,0.0,0.0,100.0,28.571428571428573,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,1,0,0,1,0,1,0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,75.0
1230,1154,745,0,409,75,334,0,64.5580589254766,0.0,35.4419410745234,6.499133448873484,0.0,25.851297799669595,4.510829355306232,74.1487022003304
156,69,28,0,41,11,27,3,40.57971014492754,0.0,59.42028985507246,15.942028985507246,0.0,39.42028985507246,14.403567447045708,60.57971014492754
100,80,6,0,74,0,74,0,7.5,0.0,92.5,0.0,0.0,65.1829268292683,0.0,34.8170731707317
4,4,0,0,4,1,3,0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0
5,4,0,0,4,2,2,0,0.0,0.0,100.0,50.0,0.0,0.0,12.5,100.0
254,117,0,0,117,102,15,0,0.0,0.0,100.0,87.17948717948718,0.0,0.0,22.66335814722912,100.0
25773,25601,23468,13,2120,206,1854,60,91.66829420725753,0.050779266434904886,8.280926526307566,0.8046560681223389,0.0,1.146423602330957,0.1808743917090836,98.85357639766904
4970,4883,3803,1,1079,164,822,93,77.88244931394634,0.020479213598197828,22.097071472455458,3.358591030104444,0.020479213598197828,12.63599362814408,2.3406269582481563,87.34352715825773
3695,3654,3054,0,600,28,571,1,83.57963875205255,0.0,16.420361247947454,0.7662835249042146,0.0,8.663707255552017,0.0,91.33629274444799
19,18,17,0,1,1,0,0,94.44444444444444,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,100.0
580,139,0,0,139,58,81,0,0.0,0.0,100.0,41.726618705035975,0.0,0.0,4.991924827484951,100.0
15,13,4,0,9,1,8,0,30.76923076923077,0.0,69.23076923076923,7.6923076923076925,0.0,0.0,0.0,100.0
255,53,0,0,53,52,1,0,0.0,0.0,100.0,98.11320754716981,0.0,0.0,30.113207547169807,100.0
4,4,4,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10,6,1,0,5,1,4,0,16.666666666666668,0.0,83.33333333333333,16.666666666666668,0.0,0.0,0.0,100.0
141,119,109,0,10,5,4,1,91.59663865546219,0.0,8.403361344537815,4.201680672268908,0.0,2.545373178857342,3.4916215006712745,97.45462682114265
107,98,94,0,4,0,2,2,95.91836734693878,0.0,4.081632653061225,0.0,0.0,0.0,0.0,100.0
108,98,91,0,7,0,7,0,92.85714285714286,0.0,7.142857142857143,0.0,0.0,1.4309713805723892,0.0,98.56902861942761
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4,4,0,0,4,4,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
7,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
17,15,0,0,15,15,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
93,82,71,0,11,3,8,0,86.58536585365853,0.0,13.414634146341463,3.658536585365854,0.0,4.681869865317168,3.001937767243726,95.31813013468283
124,107,104,0,3,1,2,0,97.19626168224299,0.0,2.803738317757009,0.9345794392523364,0.0,0.0,0.0,100.0
33,29,29,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
15401,15250,14208,79,963,195,752,16,93.1672131147541,0.5180327868852459,6.314754098360655,1.278688524590164,0.413137681990141,0.0,0.0,99.58686231800986
479,473,449,6,18,4,14,0,94.92600422832982,1.2684989429175475,3.8054968287526427,0.8456659619450317,1.2684989429175475,0.0,0.0,98.73150105708245
8958,8926,8382,37,507,139,365,3,93.9054447680932,0.4145193815818956,5.680035850324893,1.5572484875644186,0.366900333962848,0.0,0.0,99.63309966603715
20887,20849,19213,337,1299,98,1189,12,92.15310086814715,1.6163844788718884,6.2305146529809585,0.4700465250131901,1.4705268359313983,0.0,0.0,98.5294731640686
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
17167,16951,15271,156,1524,287,1228,9,90.08908029024836,0.9202996873340806,8.990620022417556,1.6931154504159047,0.8147030664259497,0.0,0.0,99.18529693357405
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
114,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
49,42,0,0,42,0,0,42,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
7745,7686,6800,74,812,366,343,103,88.47254748894093,0.9627894873796513,10.564663023679417,4.761904761904762,0.9627894873796513,0.8987387475101514,0.7084526460918443,98.1384717651102
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6067,6048,5690,7,351,23,327,1,94.08068783068784,0.11574074074074074,5.803571428571429,0.3802910052910053,0.07161011408584224,0.0,0.0,99.92838988591416
8938,8803,8179,42,582,129,452,1,92.91150744064524,0.4771100761104169,6.611382483244348,1.4654095194819947,0.1523029303532103,0.0,0.0,99.84769706964678
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
